cell,trace,voltage_file,current_file,dt_ms,recording_duration_ms,detected_baseline_current_pA,depol_start_ms,depol_stop_ms,depol_duration_ms,depol_baseline_current_pA,depol_current_amp_pA,depol_current_range_pA,depol_baseline_voltage_mV,spike_count,firing_rate_hz,mean_spike_width_ms,interspike_min_v_mV,interspike_mean_min_v_mV,mean_trough_v_mV,post_step_ahp_status,post_step_window_start_ms,post_step_window_stop_ms,post_step_ahp_abs_mV,post_step_ahp_amplitude_mV,post_step_ahp_time_ms,post_step_decay_tau_ms,post_step_decay_fit_start_ms,post_step_decay_fit_stop_ms,passive_status,hyper_start_ms,hyper_stop_ms,hyper_duration_ms,hyper_current_amp_pA,passive_baseline_current_pA,passive_baseline_voltage_mV,input_resistance_MOhm,tau_ms,membrane_capacitance_pF,reversal_potential_mV,hyperpolarizing_voltage_deflection_mV,ipfx_spike_rows
m20240527cd,v75ctrl,v75ctrl.txt,i75ctrl.txt,0.05,2700.0,81.246033,200.0,500.0,300.0,81.246033,290.61080699999997,318.734437,-63.58243561833333,10,33.333333333333336,1.3550000000000033,-53.053658,-50.36177577777778,-50.1928605,decay_fit_failed,500.0,1200.0,-64.596848,-1.0144123816666664,100.75,nan,600.75,650.0,ok,2550.0,2600.0,50.0,-31.248473999999995,81.246033,-64.38421841666667,66.22711157893471,27.150001580162172,409.95297745701396,-69.76490850950348,-1.8625465833333266,10
m20240527cd,v76ctrl,v76ctrl.txt,i76ctrl.txt,0.05,2700.0,81.246033,200.0,500.0,300.0,81.246033,387.48107699999997,412.479857,-63.98841015166666,13,43.333333333333336,1.4625000000000101,-53.347393,-49.24993799999999,-49.24993799999999,decay_fit_failed,500.0,1200.0,-65.009323,-1.0209128483333316,79.5,nan,579.5,706.0500000000001,ok,2550.0,2600.0,50.0,-31.248473999999995,81.246033,-64.82993690833332,57.240718112081034,22.22511182275114,388.27451079898975,-69.48051818101115,-1.7886850916666788,13
m20240527cd,v77ctrl,v77ctrl.txt,i77ctrl.txt,0.05,2700.0,81.246033,200.0,500.0,300.0,81.246033,484.35137699999996,512.475004,-64.126210775,14,46.66666666666667,1.5857142857142856,-53.297398,-48.47263230769231,-48.327996785714284,ok,500.0,1200.0,-65.431183,-1.3049722250000002,89.55000000000001,61.21176425057346,589.5500000000001,760.6,ok,2550.0,2600.0,50.0,-31.248473999999995,81.246033,-65.00019964833332,61.69195179472355,26.488932041630303,429.37419340809174,-70.01242599968184,-1.927779351666672,14
m20240527cd,v78ctrl,v78ctrl.txt,i78ctrl.txt,0.05,2700.0,81.246033,200.0,500.0,300.0,81.246033,581.221617,609.345244,-64.263178345,16,53.333333333333336,1.700000000000009,-53.188026,-47.68954446666666,-47.68954446666667,ok,500.0,1200.0,-66.16864,-1.9054616549999963,75.85000000000001,55.59925033996103,575.85,1200.0,ok,2550.0,2600.0,50.0,-31.248473999999995,81.246033,-65.17228022166665,68.5390180410708,31.91263292066375,465.6126369003516,-70.74080354321909,-1.9275657783333457,16
m20260331b,v34ctrl,v34ctrl.txt,i34ctrl.txt,0.05,3350.0,-106.24481,1000.0,1300.0,300.0,-106.24481,296.8605,321.85928,-63.593007891666666,11,36.666666666666664,1.1772727272726482,-53.703629,-50.8578281,-50.717124909090906,ok,1300.0,2000.0,-65.996773,-2.4037651083333387,59.650000000000006,85.64475448476162,1359.65,2000.0,ok,2300.0,2350.0,50.0,-31.24848,-106.24481,-64.27853660333334,81.09598215687912,23.570263836865283,290.6465056587997,-55.662509387312326,-2.2807133966666697,11
m20260331b,v42ctrl,v42ctrl.txt,i42ctrl.txt,0.05,3350.0,-106.24481,1000.0,1300.0,300.0,-106.24481,396.85562000000004,421.8544,-63.189089380000006,15,49.99999999999999,1.2666666666666753,-54.147354,-50.492176785714285,-50.37253966666667,ok,1300.0,2000.0,-66.431129,-3.242039619999993,53.35,56.66501603173956,1353.3500000000001,1933.3500000000001,ok,2300.0,2350.0,50.0,-31.24848,-106.24481,-63.94437587666667,90.53330325186779,19.309725030682465,213.28863895490397,-54.32568227399959,-2.5461251233333257,15
m20260331b,v43ctrl,v43ctrl.txt,i43ctrl.txt,0.05,3350.0,-106.24481,1000.0,1300.0,300.0,-106.24481,493.72589000000005,518.7246700000001,-63.08576145,18,59.99999999999999,1.3264705882353636,-54.687954,-50.01961535294117,-50.01961535294117,ok,1300.0,2000.0,-67.065475,-3.9797135500000067,51.25,58.89502172737273,1351.25,2000.0,ok,2300.0,2350.0,50.0,-31.24848,-106.24481,-64.51715021833334,90.93798904053122,17.356586849905977,190.86178431073634,-54.85546085094002,-2.273338781666652,18
m20260331b,v44ctrl,v44ctrl.txt,i44ctrl.txt,0.05,3350.0,-106.24481,1000.0,1300.0,300.0,-106.24481,593.72101,618.71978,-63.105859625,20,66.66666666666666,1.3684210526316036,-54.634834,-49.691651157894746,-49.526799000000004,ok,1300.0,2000.0,-67.418579,-4.312719374999993,51.300000000000004,58.8956756604312,1351.3000000000002,2000.0,ok,2300.0,2350.0,50.0,-31.24848,-106.24481,-64.53809713333334,68.48003060202025,15.951742803189127,232.94006534393301,-57.26244929322751,-2.1398968666666605,20
